"Choice","Indicator","Function","Value","Group","Community","Research.Question","Calculation"
"SY070302","Q6_15_Select_sub_district_Yoghurt","counts","22","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"SY070302","Q6_15_Select_sub_district_Yoghurt","percentage","14.01","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"C3871","Q6_16_Select_community_Yoghurt","counts","17","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"C3871","Q6_16_Select_community_Yoghurt","percentage","10.83","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"C3939","Q6_16_Select_community_Yoghurt","counts","1","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"C3939","Q6_16_Select_community_Yoghurt","percentage","0.64","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"C3945","Q6_16_Select_community_Yoghurt","counts","1","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"C3945","Q6_16_Select_community_Yoghurt","percentage","0.64","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"C3947","Q6_16_Select_community_Yoghurt","counts","46","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"C3947","Q6_16_Select_community_Yoghurt","percentage","29.3","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"C3948","Q6_16_Select_community_Yoghurt","counts","1","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"C3948","Q6_16_Select_community_Yoghurt","percentage","0.64","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"C4121","Q6_16_Select_community_Yoghurt","counts","30","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"C4121","Q6_16_Select_community_Yoghurt","percentage","19.11","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"C4126","Q6_16_Select_community_Yoghurt","counts","39","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"C4126","Q6_16_Select_community_Yoghurt","percentage","24.84","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"C4140","Q6_16_Select_community_Yoghurt","counts","22","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"C4140","Q6_16_Select_community_Yoghurt","percentage","14.01","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"yes","Q6_1_Do_you_sell_Loose_leaf_tea_in_1kg_Loose_leaf_tea","counts","245","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"yes","Q6_1_Do_you_sell_Loose_leaf_tea_in_1kg_Loose_leaf_tea","percentage","100","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"no","Q6_5_Is_this_price_also_the_price_for_the_most_preferred_brand_of_this_item_by_customers_in_your_shop_Loose_leaf_tea","counts","23","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"no","Q6_5_Is_this_price_also_the_price_for_the_most_preferred_brand_of_this_item_by_customers_in_your_shop_Loose_leaf_tea","percentage","9.39","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"yes","Q6_5_Is_this_price_also_the_price_for_the_most_preferred_brand_of_this_item_by_customers_in_your_shop_Loose_leaf_tea","counts","222","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"yes","Q6_5_Is_this_price_also_the_price_for_the_most_preferred_brand_of_this_item_by_customers_in_your_shop_Loose_leaf_tea","percentage","90.61","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"","Q6_7_Assuming_the_demand_remains_constant_how_many_days_do_you_estimate_your_current_stock_of_this_item_to_last_Loose_leaf_tea","","10","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","Median"
"within_1_to_2_days","Q6_8_If_you_order_from_your_supplier_today_how_many_days_do_you_estimate_it_would_take_for_you_to_restock_this_item_Loose_leaf_tea","counts","245","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"within_1_to_2_days","Q6_8_If_you_order_from_your_supplier_today_how_many_days_do_you_estimate_it_would_take_for_you_to_restock_this_item_Loose_leaf_tea","percentage","100","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"","Q6_9_On_average_what_was_the_volume_of_purchases_of_this_item_from_your_shop_in_the_past_week_Loose_leaf_tea","","10","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","Median"
"International","Q6_10_What_is_the_origin_of_this_item_available_at_the_shop_Loose_leaf_tea","counts","208","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"International","Q6_10_What_is_the_origin_of_this_item_available_at_the_shop_Loose_leaf_tea","percentage","84.9","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"Local","Q6_10_What_is_the_origin_of_this_item_available_at_the_shop_Loose_leaf_tea","counts","37","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"Local","Q6_10_What_is_the_origin_of_this_item_available_at_the_shop_Loose_leaf_tea","percentage","15.1","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"other","Q6_11_If_international_please_specify_which_country_Loose_leaf_tea","counts","99","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"other","Q6_11_If_international_please_specify_which_country_Loose_leaf_tea","percentage","47.6","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"Turkey","Q6_11_If_international_please_specify_which_country_Loose_leaf_tea","counts","111","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"Turkey","Q6_11_If_international_please_specify_which_country_Loose_leaf_tea","percentage","53.37","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"Local_Supplier","Q6_12_Where_is_your_main_supplier_for_this_item_located_Loose_leaf_tea","counts","245","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"Local_Supplier","Q6_12_Where_is_your_main_supplier_for_this_item_located_Loose_leaf_tea","percentage","100","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"SY01","Q6_13_If_local_where_Select_governorate_Loose_leaf_tea","counts","12","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"SY01","Q6_13_If_local_where_Select_governorate_Loose_leaf_tea","percentage","4.9","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"SY07","Q6_13_If_local_where_Select_governorate_Loose_leaf_tea","counts","233","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"SY07","Q6_13_If_local_where_Select_governorate_Loose_leaf_tea","percentage","95.1","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"SY0100","Q6_14_Select_district_Loose_leaf_tea","counts","12","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"SY0100","Q6_14_Select_district_Loose_leaf_tea","percentage","4.9","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"SY0700","Q6_14_Select_district_Loose_leaf_tea","counts","84","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"SY0700","Q6_14_Select_district_Loose_leaf_tea","percentage","34.29","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"SY0703","Q6_14_Select_district_Loose_leaf_tea","counts","149","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"SY0703","Q6_14_Select_district_Loose_leaf_tea","percentage","60.82","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"SY010000","Q6_15_Select_sub_district_Loose_leaf_tea","counts","12","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"SY010000","Q6_15_Select_sub_district_Loose_leaf_tea","percentage","4.9","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"SY070000","Q6_15_Select_sub_district_Loose_leaf_tea","counts","42","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"SY070000","Q6_15_Select_sub_district_Loose_leaf_tea","percentage","17.14","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"SY070005","Q6_15_Select_sub_district_Loose_leaf_tea","counts","42","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"SY070005","Q6_15_Select_sub_district_Loose_leaf_tea","percentage","17.14","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"SY070301","Q6_15_Select_sub_district_Loose_leaf_tea","counts","141","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"SY070301","Q6_15_Select_sub_district_Loose_leaf_tea","percentage","57.55","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"SY070302","Q6_15_Select_sub_district_Loose_leaf_tea","counts","8","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"SY070302","Q6_15_Select_sub_district_Loose_leaf_tea","percentage","3.27","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"C1001","Q6_16_Select_community_Loose_leaf_tea","counts","12","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"C1001","Q6_16_Select_community_Loose_leaf_tea","percentage","4.9","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"C3871","Q6_16_Select_community_Loose_leaf_tea","counts","42","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
"C3871","Q6_16_Select_community_Loose_leaf_tea","percentage","17.14","Core Questions - repeat for each item (for dry food and for fresh food)","Overall","RQ1","count and percentage"
